slug,title,description,type,level,body_part,equipment_required,lugar_entrenamiento,met,ranking_score,rating,rating_desc
bodyweight-squat-gethin-variation,Bodyweight Squat - Gethin Variation,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
fyr-alternating-lunge,FYR Alternating Lunge,"The forward lunge is a lower-body bodyweight exercise targeting the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. The forward lunge places more emphasis on the quads than other lunge variations. It can be performed for time or reps in the lower-body portion of any workout.",Fuerza,Intermedio,Quadriceps,['Mancuernas'],['Casa'],5.0,0.467,,
bodyweight-walking-lunge-gethin-variation,Bodyweight Walking Lunge - Gethin Variation,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
seated-quad-contraction,Seated Quad Contraction,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-squat-with-alternating-leg-extension,HM Squat with Alternating Leg Extension,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-air-squat,HM Air Squat,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-alternating-jump-lunge,HM Alternating Jump Lunge,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-alternating-lunge-in-place,HM Alternating Lunge-In-Place,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-alternating-side-lunge,HM Alternating Side Lunge,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-sumo-pulse,HM Sumo Pulse,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-sumo-squat,HM Sumo Squat,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-alternating-side-kick,HM Alternating Side-Kick,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-tuck-up-burpee,HM Tuck-Up Burpee,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-bear-crawl,HM Bear Crawl,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-bear-stance-fire-hydrant,HM Bear Stance Fire Hydrant,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-walking-frankenstein,HM Walking Frankenstein,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-walking-hip-stretch,HM Walking Hip Stretch,,Estiramiento,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",2.0,0.217,,
hm-wide-jump-squat,HM Wide Jump Squat,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-boxer-shuffle,HM Boxer Shuffle,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-running-lunge,HM Running Lunge,,Cardio,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,,
hm-bulgarian-split-squat-on-chair,HM Bulgarian Split Squat On Chair,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-burpee,HM Burpee,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-butterfly,HM Butterfly,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-alternating-lunge-push-up,HM Alternating Lunge Push-Up,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-comet,HM Comet,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-couch-stretch,HM Couch Stretch,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-down-up,HM Down Up,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-duck-walk,HM Duck Walk,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-fragon,HM Fragon,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-frankenstein,HM Frankenstein,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-single-leg-squat-on-chair,HM Single-Leg Squat on Chair,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-single-leg-touchdown,HM Single-Leg Touchdown,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-speed-skater,HM Speed Skater,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-squat-jump,HM Squat Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-squat-lunge,HM Squat Lunge,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-garland-pose,HM Garland Pose,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-high-knees,HM High Knees,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-in-and-out-squat,HM In-And-Out Squat,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-in-and-out-squat-jump,HM In-And-Out Squat Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-jumping-jack,HM Jumping Jack,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-jumping-knee-up,HM Jumping Knee-Up,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-jumping-rope,HM Jumping Rope,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-right-calf-spike-sumo-pulse,HM Right Calf-Spike Sumo Pulse,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-reverse-lunge-with-kick,HM Reverse Lunge with Kick,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-left-knee-up,HM Left Knee-Up,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-left-leg-lunge-and-kick-out,HM Left-Leg Lunge And Kick-Out,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-mountain-pose,HM Mountain Pose,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-butt-kickers,HM Butt Kickers,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-right-leg-lunge-and-kick-out,HM Right-Leg Lunge And Kick-Out,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
hm-sumo-get-up,HM Sumo Get-Up,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
am-jump-squat,AM Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
am-bodyweight-squat,AM Bodyweight Squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
high-knees-sprawl-drill,High knees sprawl drill,"The high knees sprawl drill is a full-body, cardio and strength-focused exercise. It can be performed for reps or time in a fast-paced circuit or other workout.",Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
up-bulgarian-split-squat,UP Bulgarian Split Squat,"The dumbbell Bulgaria split squat is a single-leg exercise targeting the quads, glutes, and hamstrings.",Fuerza,Intermedio,Quadriceps,['Mancuernas'],['Casa'],5.0,0.467,,
un-forward-lunge,UN Forward Lunge,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
un-front-foot-elevated-split-squat,UN Front Foot Elevated Split Squat,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
uns-half-kneeling-hip-flexor-stretch,UNS Half-Kneeling Hip Flexor Stretch,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
uns-low-depth-jump,UNS Low Depth Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
uns-forward-to-reverse-lunge,UNS Forward-To-Reverse Lunge,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-towel-squat-thrust,Holman Towel Squat Thrust,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-towel-alternating-prisoner-squat,Holman Towel Alternating Prisoner Squat,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-towel-alternating-lateral-lunge,Holman Towel Alternating Lateral Lunge,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-squat-pull-through-jump,Holman Squat Pull-Through Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-180-jump,Holman 180 Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-foot-elevated-knee-up-to-squat,Holman Foot-Elevated Knee-Up to Squat,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-feet-elevated-squat-thrust,Holman Feet-Elevated Squat Thrust,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-hands-elevated-lunge-jump,Holman Hands-Elevated Lunge Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-hands-elevated-jack-to-split-jump,Holman Hands-Elevated Jack to Split Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-hands-elevated-wide-squat-thrust,Holman Hands-Elevated Wide Squat Thrust,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-hands-elevated-squat-thrust-to-split-jack,Holman Hands-Elevated Squat Thrust to Split Jack,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-squat-jump,Holman Squat Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-squat-pulse,Holman Squat Pulse,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-jump-out-push-up,Holman Jump-Out Push-Up,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-alternating-forward-lunge,Holman Alternating Forward Lunge,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-burpee-to-jump,Holman Burpee to Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-pilates-single-leg-stretch,Holman Pilates Single-Leg Stretch,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-alternating-reverse-prisoner-lunge,Holman Alternating Reverse Prisoner Lunge,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-narrow-wide-squat-jump-to-180-jump,Holman Narrow-Wide Squat Jump to 180 Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-180-jump-to-lunge,Holman 180 Jump to Lunge,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-imaginary-jump-rope,Holman Imaginary Jump Rope,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-fast-feet-with-hands-up,Holman Fast Feet with Hands Up,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-hands-elevated-alternating-lunge-jump,Holman Hands-Elevated Alternating Lunge Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-right-split-lunge,Holman Right Split Lunge,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-left-split-lunge,Holman Left Split Lunge,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-plyometric-jump,Holman Plyometric Jump,,Fuerza,Intermedio,Quadriceps,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
